"country","job","gender","clicks","impressions","ctr","datetime","time","impr_rel"
"FR","Truck driver","female",22,1988,0.0111,2020-09-01 18:40:43,2.42335611111588,0.317876559002239
"FR","Truck driver","undetermined",5,1911,0.0026,2020-09-01 18:40:43,2.42335611111588,0.305564438759194
"FR","Legal Counsel","male",15,1732,0.0087,2020-09-01 18:40:43,2.42335611111588,0.324162455549317
"FR","Truck driver","male",10,2355,0.0042,2020-09-01 18:40:43,2.42335611111588,0.376559002238567
"FR","Machine Learning","male",8,1209,0.0066,2020-09-01 18:40:43,2.42335611111588,0.331778265642151
"FR","Machine Learning","female",9,1301,0.0069,2020-09-01 18:40:43,2.42335611111588,0.357025246981339
"FR","Hairdresser","female",16,2062,0.0078,2020-09-01 18:40:43,2.42335611111588,0.451401050788091
"FR","Machine Learning","undetermined",11,1134,0.0097,2020-09-01 18:40:43,2.42335611111588,0.311196487376509
"FR","Nurse","male",11,1752,0.0063,2020-09-01 18:40:43,2.42335611111588,0.348448687350835
"FR","Nurse","female",21,1773,0.0118,2020-09-01 18:40:43,2.42335611111588,0.352625298329356
"FR","Machine Learning","male",8,1209,0.0066,2020-09-01 18:51:03,2.59533361110422,0.331505346860433
"FR","Machine Learning","female",9,1303,0.0069,2020-09-01 18:51:03,2.59533361110422,0.357279956128325
"FR","Hairdresser","female",16,2062,0.0078,2020-09-01 18:51:03,2.59533361110422,0.451302254322609
"FR","Machine Learning","undetermined",11,1135,0.0097,2020-09-01 18:51:03,2.59533361110422,0.311214697011242
"FR","Nurse","male",11,1752,0.0063,2020-09-01 18:51:03,2.59533361110422,0.348379399482999
"FR","Nurse","female",21,1774,0.0118,2020-09-01 18:51:03,2.59533361110422,0.352754026645456
"FR","Child care worker","male",15,1477,0.0102,2020-09-01 18:51:03,2.59533361110422,0.320599088343825
"FR","Child care worker","female",16,1759,0.0091,2020-09-01 18:51:03,2.59533361110422,0.381810288691122
"FR","Child care worker","undetermined",8,1371,0.0058,2020-09-01 18:51:03,2.59533361110422,0.297590622965053
"FR","Hairdresser","male",11,1289,0.0085,2020-09-01 18:51:03,2.59533361110422,0.282118625519807
"FR","Hairdresser","undetermined",9,1218,0.0074,2020-09-01 18:51:03,2.59533361110422,0.266579120157584
"FR","Legal Counsel","female",18,2067,0.0087,2020-09-01 18:51:03,2.59533361110422,0.386716557530402
"FR","Legal Counsel","undetermined",4,1544,0.0026,2020-09-01 18:51:03,2.59533361110422,0.288868101028999
"FR","Nurse","undetermined",3,1503,0.002,2020-09-01 18:51:03,2.59533361110422,0.298866573871545
"FR","Truck driver","female",22,1992,0.011,2020-09-01 18:51:03,2.59533361110422,0.318109230277866
"FR","Truck driver","undetermined",5,1912,0.0026,2020-09-01 18:51:03,2.59533361110422,0.30533375918237
"FR","Legal Counsel","male",15,1734,0.0087,2020-09-01 18:51:03,2.59533361110422,0.324415341440599
"FR","Truck driver","male",10,2358,0.0042,2020-09-01 18:51:03,2.59533361110422,0.376557010539764
"FR","Machine Learning","undetermined",9,1135,0.0079,2020-09-01 18:59:50,2.74184305555291,0.310703531344101
"FR","Nurse","male",11,1753,0.0063,2020-09-01 18:59:50,2.74184305555291,0.348232022248709
"FR","Nurse","female",21,1778,0.0118,2020-09-01 18:59:50,2.74184305555291,0.353198251887167
"FR","Child care worker","male",15,1489,0.0101,2020-09-01 18:59:50,2.74184305555291,0.320697824682317
"FR","Child care worker","female",17,1777,0.0096,2020-09-01 18:59:50,2.74184305555291,0.382726685332759
"FR","Child care worker","undetermined",8,1377,0.0058,2020-09-01 18:59:50,2.74184305555291,0.296575489984924
"FR","Hairdresser","male",11,1289,0.0085,2020-09-01 18:59:50,2.74184305555291,0.280950305143854
"FR","Hairdresser","undetermined",9,1222,0.0074,2020-09-01 18:59:50,2.74184305555291,0.266346992153444
"FR","Legal Counsel","female",17,2072,0.0082,2020-09-01 18:59:50,2.74184305555291,0.387362123761451
"FR","Legal Counsel","undetermined",4,1543,0.0026,2020-09-01 18:59:50,2.74184305555291,0.288465133669845
"FR","Nurse","undetermined",3,1503,0.002,2020-09-01 18:59:50,2.74184305555291,0.298569725864124
"FR","Truck driver","female",22,1994,0.011,2020-09-01 18:59:50,2.74184305555291,0.318123803446075
"FR","Truck driver","undetermined",5,1914,0.0026,2020-09-01 18:59:50,2.74184305555291,0.305360561582642
"FR","Machine Learning","male",8,1211,0.0066,2020-09-01 18:59:50,2.74184305555291,0.331508349301944
"FR","Machine Learning","female",9,1307,0.0069,2020-09-01 18:59:50,2.74184305555291,0.357788119353956
"FR","Hairdresser","female",16,2077,0.0077,2020-09-01 18:59:50,2.74184305555291,0.452702702702703
"FR","Legal Counsel","male",15,1734,0.0087,2020-09-01 18:59:50,2.74184305555291,0.324172742568704
"FR","Truck driver","male",10,2360,0.0042,2020-09-01 18:59:50,2.74184305555291,0.376515634971283
"FR","Machine Learning","male",5,1205,0.0041,2020-09-01 19:28:55,3.22660499996609,0.333056937534549
"FR","Machine Learning","female",9,1302,0.0069,2020-09-01 19:28:55,3.22660499996609,0.359867330016584
"FR","Hairdresser","female",14,2094,0.0067,2020-09-01 19:28:55,3.22660499996609,0.456607064980375
"FR","Child care worker","male",13,1488,0.0087,2020-09-01 19:28:55,3.22660499996609,0.320966350301984
"FR","Child care worker","female",16,1779,0.009,2020-09-01 19:28:55,3.22660499996609,0.383735979292494
"FR","Child care worker","undetermined",8,1369,0.0058,2020-09-01 19:28:55,3.22660499996609,0.295297670405522
"FR","Hairdresser","male",11,1283,0.0086,2020-09-01 19:28:55,3.22660499996609,0.279764500654165
