"Campaign Name","Ad Set Name",Region,"Delivery Status","Delivery Level",Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (EUR)","Cost per Result",Starts,Ends,"Reporting Starts","Reporting Ends"
"Automated Discrimination - CH","Legal Counsel",Neuchâtel,active,adset,14,15,1.0714285714286,,,0.024745762711864,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Jura,active,adset,2,2,1,,,0,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Rhône-Alpes,active,adset,1,1,1,,,0.012372881355932,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Legal Counsel",Unknown,active,adset,1,1,1,,,0.012372881355932,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Vaud,active,adset,62,62,1,"Link Clicks",9,0.35802816901408,0.039780907668232,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Valais,active,adset,31,33,1.0645161290323,"Link Clicks",3,0.20788732394366,0.069295774647887,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Fribourg,active,adset,25,22,0.88,"Link Clicks",2,0.069295774647887,0.034647887323944,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Neuchâtel,active,adset,8,8,1,,,0.011076923076923,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Neuchâtel,active,adset,12,15,1.25,"Link Clicks",1,0.057746478873239,0.057746478873239,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver","Canton of Geneva",active,adset,14,15,1.0714285714286,,,0.069295774647887,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH","Truck Driver",Jura,active,adset,3,3,1,,,0.023098591549296,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,"Canton of Geneva",active,adset,47,53,1.1276595744681,,,0.13292307692308,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Vaud,active,adset,40,45,1.125,"Link Clicks",2,0.21046153846154,0.10523076923077,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Bern,active,adset,23,26,1.1304347826087,,,0.099692307692308,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Valais,active,adset,22,25,1.1363636363636,"Link Clicks",1,0.077538461538462,0.077538461538462,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Fribourg,active,adset,17,18,1.0588235294118,,,0.066461538461538,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Nurse,Jura,active,adset,9,9,1,,,0.033230769230769,,2020-08-31,Ongoing,2020-09-01,2020-09-02
"Automated Discrimination - CH",Hairdresser,Jura,active,adset,6,6,1,,,0.052063492063492,,2020-08-31,Ongoing,2020-09-01,2020-09-02
